microsite_id,site,field_lat,field_lon,location,state_province,country,biomimic,zone,sub_zone,wave_exp,tide_height
BMRBUSCAHS1002,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,robobarnacle,Mid,Mid,exposed,N/A
BMRBUSCALL66,USCALL,34.71911,-120.60889,Lompoc Landing,California,USA,robobarnacle,Mid,Mid,N/A,N/A
BMRBUSCALL67,USCALL,34.71911,-120.60889,Lompoc Landing,California,USA,robobarnacle,Mid,Mid,N/A,N/A
BMRBUSWACP104,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,robobarnacle,High,High,protected,N/A
BMRCBZSCCB11,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,0m,Backreef,N/A,N/A
BMRCBZSCCB4,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,10m,Forereef,N/A,N/A
BMRCBZSCCB13,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,14m,N/A,N/A,N/A
BMRCBZSCCB10,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,20m,Forereef,N/A,N/A
BMRCBZSCCB6,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,20m,Forereef,N/A,N/A
BMRCBZSCCB12,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,2m,lagoon,N/A,N/A
BMRCBZSCCB8,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,2m,Backreef,N/A,N/A
BMRCBZSCCB9,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,2m,Forereef,N/A,N/A
BMRCBZSCCB2,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,30m,Forereef,N/A,N/A
BMRCBZSCCB5,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,30m,Forereef,N/A,N/A
BMRCBZSCCB7,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,40m,Forereef,N/A,N/A
BMRCBZSCCB3,BZSCCB,16.816373,-88.085053,Carrie Bow Cay,Carrie Bow Cay,Belize,robocoral,5m,Forereef,N/A,N/A
BMRCBZSCCC5,BZSCCC,16.651323,-88.199036,Cat Cay,Cat Cay,Belize,robocoral,0m,Lagoon,N/A,N/A
BMRCBZSCCC6,BZSCCC,16.651323,-88.199036,Cat Cay,Cat Cay,Belize,robocoral,0m,Backreef,N/A,N/A
BMRCBZSCCC3,BZSCCC,16.651323,-88.199036,Cat Cay,Cat Cay,Belize,robocoral,10m,Backreef,N/A,N/A
BMRCBZSCCC4,BZSCCC,16.651323,-88.199036,Cat Cay,Cat Cay,Belize,robocoral,1m,Backreef,N/A,N/A
BMRCBZSCCC1,BZSCCC,16.651323,-88.199036,Cat Cay,Cat Cay,Belize,robocoral,2m,Backreef,N/A,N/A
BMRCBZSCCC2,BZSCCC,16.651323,-88.199036,Cat Cay,Cat Cay,Belize,robocoral,5m,Backreef,N/A,N/A
BMRCBZSCCH2,BZSCCH,16.662506,-88.135285,Channel Cay,Channel Cay,Belize,robocoral,10m,Backreef,N/A,N/A
BMRCBZSCCH1,BZSCCH,16.662506,-88.135285,Channel Cay,Channel Cay,Belize,robocoral,5m,Backreef,N/A,N/A
BMRCBZSCMC2,BZSCMC,17.453855,-88.065378,Manatee Cay,Manatee Cay,Belize,robocoral,10m,Backreef,N/A,N/A
BMRCBZSCMC1,BZSCMC,17.453855,-88.065378,Manatee Cay,Manatee Cay,Belize,robocoral,5m,Backreef,N/A,N/A
BMRCBZSCMC3,BZSCMC,17.453855,-88.065378,Manatee Cay,Manatee Cay,Belize,robocoral,5m,Lagoon,N/A,N/A
BMRCBZSCMC4,BZSCMC,17.453855,-88.065378,Manatee Cay,Manatee Cay,Belize,robocoral,5m,Backreef,N/A,N/A
BMRMCABCSI27,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,High,High,exposed,2.98
BMRMCABCSI27,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,High,High,exposed,2.98
BMRMCABCSI317,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,High,Terr,exposed,3.19
BMRMCABCSI132,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Low,Low,exposed,1.95
BMRMCABCSI132,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Low,Low,exposed,1.95
BMRMCABCSI28,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Mid,Mid,exposed,2.27
BMRMCABCSI28,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Mid,Mid,exposed,2.27
BMRMCABCSI150,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Mid,Mid,exposed,2.3
BMRMCABCSI148,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Mid,High Mid,exposed,2.69
BMRMCABCSI148,CABCSI,48.83906667,-125.2075833,Seppings Island,British Columbia,Canada,robomussel,Mid,High Mid,exposed,2.69
BMRMCLTEMD5,CLTEMD,-29.5,-71.32,El Temblador,Coquimbo/La Serena,Chile,robomussel,High,High,exposed,N/A
BMRMMXBCBE1,MXBCBE,26.23765623,-112.47857,Baja Escorpion (San Juanico),Baja,Mexico,robomussel,High,High,N/A,N/A
BMRMMXBCBE4,MXBCBE,26.23765623,-112.47857,Baja Escorpion (San Juanico),Baja,Mexico,robomussel,Mid,Low Mid,N/A,N/A
BMRMMXBCBT3,MXBCBT,27.684879,-114.9365136,Baja Tortugas (Punta Eugenia),Baja,Mexico,robomussel,High,High,N/A,N/A
BMRMMXBCBT1,MXBCBT,27.684879,-114.9365136,Baja Tortugas (Punta Eugenia),Baja,Mexico,robomussel,Low,Low,N/A,N/A
BMRMMXBCBT2,MXBCBT,27.684879,-114.9365136,Baja Tortugas (Punta Eugenia),Baja,Mexico,robomussel,Mid,Mid,N/A,N/A
BMRMMXBCBM312,MXBCBM,31.980278,-116.793889,Bajamar,Baja,Mexico,robomussel,High,High,exposed,0.34
BMRMMXBCBM310,MXBCBM,31.980278,-116.793889,Bajamar,Baja,Mexico,robomussel,Low,Low,protected,0.49
BMRMMXBCBM311,MXBCBM,31.980278,-116.793889,Bajamar,Baja,Mexico,robomussel,Mid,Mid,protected,0.08
BMRMMXBCER305,MXBCER,31.32033333,-116.4362333,Erendira,Baja,Mexico,robomussel,High,High,exposed,0.77
BMRMMXBCER304,MXBCER,31.32033333,-116.4362333,Erendira,Baja,Mexico,robomussel,Low,Low,exposed,0.15
BMRMMXBCER313,MXBCER,31.32033333,-116.4362333,Erendira,Baja,Mexico,robomussel,Mid,Mid,exposed,0.49
BMRMMXBCES301,MXBCES,28.51683333,-114.0724,Esmeralda,Baja,Mexico,robomussel,High,High,exposed,0.31
BMRMMXBCES303,MXBCES,28.51683333,-114.0724,Esmeralda,Baja,Mexico,robomussel,Low,Low,exposed,-0.13
BMRMMXBCES302,MXBCES,28.51683333,-114.0724,Esmeralda,Baja,Mexico,robomussel,Mid,Mid,exposed,-0.05
BMRMMXBCCR3,MXBCCR,23.32882355,-110.1810739,Los Cerritos,Baja,Mexico,robomussel,High,High,N/A,N/A
BMRMMXBCCR1,MXBCCR,23.32882355,-110.1810739,Los Cerritos,Baja,Mexico,robomussel,Low,Low,N/A,N/A
BMRMMXBCCR2,MXBCCR,23.32882355,-110.1810739,Los Cerritos,Baja,Mexico,robomussel,Mid,Mid,N/A,N/A
BMRMMXBCOJ306,MXBCOJ,28.88225,-114.4237667,Los Ojitos,Baja,Mexico,robomussel,High,High,exposed,0.62
BMRMMXBCOJ308,MXBCOJ,28.88225,-114.4237667,Los Ojitos,Baja,Mexico,robomussel,Low,Low,exposed,N/A
BMRMMXBCOJ307,MXBCOJ,28.88225,-114.4237667,Los Ojitos,Baja,Mexico,robomussel,Mid,Mid,exposed,0.21
BMRMMXBCPB313,MXBCPB,29.94968333,-115.8134333,Punta Baja,Baja,Mexico,robomussel,High,High,exposed,0.69
BMRMMXBCPB309,MXBCPB,29.94968333,-115.8134333,Punta Baja,Baja,Mexico,robomussel,Low,Low,exposed,-0.15
BMRMMXBCPB314,MXBCPB,29.94968333,-115.8134333,Punta Baja,Baja,Mexico,robomussel,Mid,Mid,exposed,0.46
BMRMMXBCPM3,MXBCPM,31.861389,-116.667778,Punta Morro,Baja,Mexico,robomussel,High,High,exposed,N/A
BMRMMXBCPM1,MXBCPM,31.861389,-116.667778,Punta Morro,Baja,Mexico,robomussel,Low,Low,exposed,0.15
BMRMMXBCPM2,MXBCPM,31.861389,-116.667778,Punta Morro,Baja,Mexico,robomussel,Mid,Mid,exposed,0.29
BMRMNZAKAW190,NZAKAW,-36.917,174.4500333,Anawhata,Auckland,New Zealand,robomussel,High,High,exposed,N/A
BMRMNZAKAW186,NZAKAW,-36.917,174.4500333,Anawhata,Auckland,New Zealand,robomussel,Low,Low,exposed,N/A
BMRMNZAKAW187,NZAKAW,-36.917,174.4500333,Anawhata,Auckland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZAKAW189,NZAKAW,-36.917,174.4500333,Anawhata,Auckland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZAKPK307,NZAKPK,-36.2598,174.7530667,Pakiri,Auckland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZAKPK308,NZAKPK,-36.2598,174.7530667,Pakiri,Auckland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZAKPK309,NZAKPK,-36.2598,174.7530667,Pakiri,Auckland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZCBBT1,NZCBBT,-43.3506,172.79015,Box Thumb,Cantebury,New Zealand,robomussel,High,High,exposed,N/A
BMRMNZCBBT2,NZCBBT,-43.3506,172.79015,Box Thumb,Cantebury,New Zealand,robomussel,High,High,exposed,N/A
BMRMNZCBBT6,NZCBBT,-43.3506,172.79015,Box Thumb,Cantebury,New Zealand,robomussel,Low,Low,exposed,N/A
BMRMNZCBBT4,NZCBBT,-43.3506,172.79015,Box Thumb,Cantebury,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZCMWW315,NZCMWW,-36.77893333,175.7486,Whau Whau Beach,Coromandel,New Zealand,robomussel,High,High,exposed,N/A
BMRMNZNLEB305,NZNLEB,-35.11476667,173.9604333,Elliots Beach,Northland,New Zealand,robomussel,High,High,exposed,N/A
BMRMNZNLEB304,NZNLEB,-35.11476667,173.9604333,Elliots Beach,Northland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZNLHH199,NZNLHH,-35.29461667,173.1570833,Herekino Harbour,Northland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZNLMB191,NZNLMB,-36.75161667,173.5695333,Maunganui Bluff,Northland,New Zealand,robomussel,Low,Low,exposed,N/A
BMRMNZNLMB192,NZNLMB,-36.75161667,173.5695333,Maunganui Bluff,Northland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZNLMB194,NZNLMB,-36.75161667,173.5695333,Maunganui Bluff,Northland,New Zealand,robomussel,Mid,Mid,exposed,N/A
BMRMNZWCWB1,NZWCWB,-42.019,171.22712,Woodpecker Bay,West Coast,New Zealand,robomussel,High,High,exposed,N/A
BMRMNZWCWB5,NZWCWB,-42.019,171.22712,Woodpecker Bay,West Coast,New Zealand,robomussel,Low,Low,exposed,1.88
BMRMNZWCWB6,NZWCWB,-42.019,171.22712,Woodpecker Bay,West Coast,New Zealand,robomussel,Low,Low,exposed,N/A
BMRMNZWCWB3,NZWCWB,-42.019,171.22712,Woodpecker Bay,West Coast,New Zealand,robomussel,Mid,Mid,exposed,1.11
BMRMNZWCWB4,NZWCWB,-42.019,171.22712,Woodpecker Bay,West Coast,New Zealand,robomussel,Mid,Mid,exposed,1.97
BMRMZAECKE100,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE101,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE200,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE201,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE100,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE101,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE200,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKE201,ZAECKE,-33.69416,26.66777,Kenton-on-sea,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB100,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB101,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB200,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB201,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB300,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB100,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB101,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB200,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB201,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECKB300,ZAECKB,-33.1475,27.70333,Kidd's Beach,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECSK100,ZAECSK,-34.04083,25.53333,Skoenmakerskop,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECSK101,ZAECSK,-34.04083,25.53333,Skoenmakerskop,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECSK100,ZAECSK,-34.04083,25.53333,Skoenmakerskop,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAECSK101,ZAECSK,-34.04083,25.53333,Skoenmakerskop,Eastern Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCPN100,ZAWCPN,-32.80194,17.89833,Paternoster,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCPN201,ZAWCPN,-32.80194,17.89833,Paternoster,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCPN100,ZAWCPN,-32.80194,17.89833,Paternoster,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCPN201,ZAWCPN,-32.80194,17.89833,Paternoster,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO100,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO200,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO300,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO400,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO500,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO100,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO200,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO300,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO400,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCRO500,ZAWCRO,-34.10222,23.38083,Robberg,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCYZ100,ZAWCYZ,-33.34666,18.15305,Yzerfontein,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCYZ200,ZAWCYZ,-33.34666,18.15305,Yzerfontein,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCYZ300,ZAWCYZ,-33.34666,18.15305,Yzerfontein,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCYZ100,ZAWCYZ,-33.34666,18.15305,Yzerfontein,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCYZ200,ZAWCYZ,-33.34666,18.15305,Yzerfontein,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMZAWCYZ300,ZAWCYZ,-33.34666,18.15305,Yzerfontein,Western Cape,South Africa,robomussel,Low,Low,moderately exposed,N/A
BMRMUSCAAG38,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,High,High,exposed,0.568
BMRMUSCAAG30,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,High,High,exposed,0.705
BMRMUSCAAG42,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,High,High,exposed,0.79
BMRMUSCAAG43,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,High,High,exposed,0.8
BMRMUSCAAG37,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,High,Terr,exposed,1.64
BMRMUSCAAG320,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,High,High,exposed,N/A
BMRMUSCAAG1007,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Low,Low,exposed,0.085
BMRMUSCAAG34,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Low,Low,exposed,0.362
BMRMUSCAAGOMEGAS2,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.0813
BMRMUSCAAGOMEGAS4,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.11305
BMRMUSCAAG33,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Low Mid,exposed,0.4
BMRMUSCAAG100,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Low Mid,exposed,0.465
BMRMUSCAAG44,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.478
BMRMUSCAAG318,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.565
BMRMUSCAAG36,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.565
BMRMUSCAAG32,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.682
BMRMUSCAAG35,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.759
BMRMUSCAAG31,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,High Mid,exposed,0.76
BMRMUSCAAG322,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,High Mid,exposed,0.76
BMRMUSCAAG41,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.942
BMRMUSCAAG40,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,0.943
BMRMUSCAAG39,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,High Mid,exposed,1
BMRMUSCAAG2,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Low Mid,exposed,N/A
BMRMUSCAAG323,USCAAG,34.46716667,-120.2770333,Alegria,California,USA,robomussel,Mid,Mid,exposed,N/A
BMRMUSCACI100,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI101,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,exposed,N/A
BMRMUSCACI413,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,exposed,N/A
BMRMUSCACI450,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI560,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI566,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,exposed,N/A
BMRMUSCACI603,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI604,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,protected,N/A
BMRMUSCACI671,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI702,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI704,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,exposed,N/A
BMRMUSCACI706,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,exposed,N/A
BMRMUSCACI707,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,intermediate,N/A
BMRMUSCACI976,USCACI,33.45139,-118.48611,Bird Rock,California,USA,robomussel,N/A,N/A,protected,N/A
BMRMUSCABH5,USCABH,34.7188,-120.6088,Boat House,California,USA,robomussel,High,Terr,N/A,1.058
BMRMUSCABH7,USCABH,34.7188,-120.6088,Boat House,California,USA,robomussel,Mid,Mid,exposed,0.37
BMRMUSCABH6,USCABH,34.7188,-120.6088,Boat House,California,USA,robomussel,Mid,Mid,exposed,0.525
BMRMUSCABH1,USCABH,34.7188,-120.6088,Boat House,California,USA,robomussel,Mid,Mid,N/A,0.578
BMRMUSCABH4,USCABH,34.7188,-120.6088,Boat House,California,USA,robomussel,Mid,Mid,protected,0.72
